>>> Initializing clothing shape model...
>>> Star initialized.
training... 117700/500000: loss: 145.298
training... 117800/500000: loss: 157.158
training... 117900/500000: loss: 144.261
training... 118000/500000: loss: 153.705
training... 118100/500000: loss: 147.795
training... 118200/500000: loss: 146.906
training... 118300/500000: loss: 148.717
training... 118400/500000: loss: 144.790
training... 118500/500000: loss: 158.619
training... 118600/500000: loss: 148.444
training... 118700/500000: loss: 150.869
training... 118800/500000: loss: 141.532
training... 118900/500000: loss: 145.841
training... 119000/500000: loss: 157.920
training... 119100/500000: loss: 159.346
training... 119200/500000: loss: 144.449
training... 119300/500000: loss: 146.459
training... 119400/500000: loss: 144.391
training... 119500/500000: loss: 149.404
training... 119600/500000: loss: 148.353
training... 119700/500000: loss: 156.328
training... 119800/500000: loss: 144.479
training... 119900/500000: loss: 152.447
training... 120000/500000: loss: 152.692
training... 120100/500000: loss: 160.366
training... 120200/500000: loss: 152.903
training... 120300/500000: loss: 155.283
training... 120400/500000: loss: 150.663
training... 120500/500000: loss: 146.791
training... 120600/500000: loss: 145.738
training... 120700/500000: loss: 147.323
training... 120800/500000: loss: 150.587
training... 120900/500000: loss: 140.288
training... 121000/500000: loss: 146.104
training... 121100/500000: loss: 157.000
training... 121200/500000: loss: 152.977
training... 121300/500000: loss: 139.118
training... 121400/500000: loss: 150.649
training... 121500/500000: loss: 153.860
training... 121600/500000: loss: 145.802
training... 121700/500000: loss: 153.898
training... 121800/500000: loss: 150.555
training... 121900/500000: loss: 162.791
training... 122000/500000: loss: 152.993
training... 122100/500000: loss: 147.706
training... 122200/500000: loss: 149.289
training... 122300/500000: loss: 142.509
training... 122400/500000: loss: 154.905
training... 122500/500000: loss: 145.935
training... 122600/500000: loss: 145.173
training... 122700/500000: loss: 150.049
training... 122800/500000: loss: 148.227
training... 122900/500000: loss: 151.367
training... 123000/500000: loss: 148.627
training... 123100/500000: loss: 148.457
training... 123200/500000: loss: 153.817
training... 123300/500000: loss: 153.302
training... 123400/500000: loss: 144.279
training... 123500/500000: loss: 142.107
training... 123600/500000: loss: 152.204
training... 123700/500000: loss: 141.119
training... 123800/500000: loss: 151.765
training... 123900/500000: loss: 150.758
training... 124000/500000: loss: 148.137
training... 124100/500000: loss: 151.216
training... 124200/500000: loss: 153.724
training... 124300/500000: loss: 150.155
training... 124400/500000: loss: 138.468
training... 124500/500000: loss: 147.424
training... 124600/500000: loss: 138.025
training... 124700/500000: loss: 152.362
training... 124800/500000: loss: 152.649
training... 124900/500000: loss: 147.680
training... 125000/500000: loss: 140.506
training... 125100/500000: loss: 148.940
training... 125200/500000: loss: 146.740
training... 125300/500000: loss: 154.843
training... 125400/500000: loss: 153.626
training... 125500/500000: loss: 148.769
training... 125600/500000: loss: 154.042
training... 125700/500000: loss: 148.485
training... 125800/500000: loss: 147.934
training... 125900/500000: loss: 163.579
training... 126000/500000: loss: 146.277
training... 126100/500000: loss: 154.257
training... 126200/500000: loss: 151.250
training... 126300/500000: loss: 143.917
training... 126400/500000: loss: 144.200
training... 126500/500000: loss: 146.448
training... 126600/500000: loss: 161.828
training... 126700/500000: loss: 140.266
training... 126800/500000: loss: 143.507
training... 126900/500000: loss: 157.713
training... 127000/500000: loss: 146.337
training... 127100/500000: loss: 145.501
training... 127200/500000: loss: 143.911
training... 127300/500000: loss: 149.641
training... 127400/500000: loss: 157.582
training... 127500/500000: loss: 143.763
training... 127600/500000: loss: 148.274
training... 127700/500000: loss: 138.049
training... 127800/500000: loss: 151.465
training... 127900/500000: loss: 143.931
training... 128000/500000: loss: 158.627
training... 128100/500000: loss: 147.813
training... 128200/500000: loss: 150.995
training... 128300/500000: loss: 161.770
training... 128400/500000: loss: 150.738
training... 128500/500000: loss: 158.236
training... 128600/500000: loss: 154.102
training... 128700/500000: loss: 148.169
training... 128800/500000: loss: 145.098
training... 128900/500000: loss: 155.827
training... 129000/500000: loss: 144.642
training... 129100/500000: loss: 140.763
training... 129200/500000: loss: 156.745
training... 129300/500000: loss: 149.995
training... 129400/500000: loss: 146.999
training... 129500/500000: loss: 149.644
training... 129600/500000: loss: 142.642
training... 129700/500000: loss: 154.413
training... 129800/500000: loss: 144.709
training... 129900/500000: loss: 141.707
training... 130000/500000: loss: 154.407
training... 130100/500000: loss: 150.508
training... 130200/500000: loss: 160.067
training... 130300/500000: loss: 147.661
training... 130400/500000: loss: 147.259
training... 130500/500000: loss: 146.272
training... 130600/500000: loss: 136.197
training... 130700/500000: loss: 144.428
training... 130800/500000: loss: 153.510
training... 130900/500000: loss: 142.667
training... 131000/500000: loss: 144.110
training... 131100/500000: loss: 148.382
training... 131200/500000: loss: 152.346
training... 131300/500000: loss: 161.908
training... 131400/500000: loss: 146.909
training... 131500/500000: loss: 158.529
training... 131600/500000: loss: 151.153
training... 131700/500000: loss: 154.856
training... 131800/500000: loss: 144.563
training... 131900/500000: loss: 147.264
training... 132000/500000: loss: 146.623
training... 132100/500000: loss: 149.975
training... 132200/500000: loss: 155.286
training... 132300/500000: loss: 151.051
training... 132400/500000: loss: 153.405
training... 132500/500000: loss: 152.336
training... 132600/500000: loss: 138.069
training... 132700/500000: loss: 146.189
training... 132800/500000: loss: 149.697
training... 132900/500000: loss: 159.143
training... 133000/500000: loss: 143.025
training... 133100/500000: loss: 142.177
training... 133200/500000: loss: 153.083
training... 133300/500000: loss: 155.506
training... 133400/500000: loss: 144.236
training... 133500/500000: loss: 153.050
training... 133600/500000: loss: 152.460
training... 133700/500000: loss: 152.245
training... 133800/500000: loss: 153.102
training... 133900/500000: loss: 157.552
training... 134000/500000: loss: 150.133
training... 134100/500000: loss: 140.622
training... 134200/500000: loss: 146.191
training... 134300/500000: loss: 151.037
training... 134400/500000: loss: 156.376
training... 134500/500000: loss: 144.999
training... 134600/500000: loss: 143.135
training... 134700/500000: loss: 147.378
training... 134800/500000: loss: 157.977
training... 134900/500000: loss: 144.106
training... 135000/500000: loss: 149.111
training... 135100/500000: loss: 145.674
training... 135200/500000: loss: 155.617
training... 135300/500000: loss: 160.265
training... 135400/500000: loss: 146.812
training... 135500/500000: loss: 150.076
training... 135600/500000: loss: 155.002
training... 135700/500000: loss: 152.352
training... 135800/500000: loss: 149.592
training... 135900/500000: loss: 139.069
training... 136000/500000: loss: 152.266
training... 136100/500000: loss: 153.280
training... 136200/500000: loss: 154.024
training... 136300/500000: loss: 147.586
training... 136400/500000: loss: 163.040
training... 136500/500000: loss: 148.977
training... 136600/500000: loss: 152.143
training... 136700/500000: loss: 151.586
training... 136800/500000: loss: 150.102
training... 136900/500000: loss: 159.912
training... 137000/500000: loss: 152.128
training... 137100/500000: loss: 145.830
training... 137200/500000: loss: 146.828
training... 137300/500000: loss: 140.417
training... 137400/500000: loss: 156.794
training... 137500/500000: loss: 152.578
training... 137600/500000: loss: 145.769
training... 137700/500000: loss: 141.986
training... 137800/500000: loss: 150.087
training... 137900/500000: loss: 146.019
training... 138000/500000: loss: 156.890
training... 138100/500000: loss: 155.891
training... 138200/500000: loss: 153.653
training... 138300/500000: loss: 154.365
training... 138400/500000: loss: 149.204
training... 138500/500000: loss: 144.622
training... 138600/500000: loss: 151.466
training... 138700/500000: loss: 145.899
training... 138800/500000: loss: 148.195
training... 138900/500000: loss: 142.883
training... 139000/500000: loss: 149.781
training... 139100/500000: loss: 154.750
training... 139200/500000: loss: 144.652
training... 139300/500000: loss: 150.480
training... 139400/500000: loss: 153.575
training... 139500/500000: loss: 161.058
training... 139600/500000: loss: 149.246
training... 139700/500000: loss: 157.878
training... 139800/500000: loss: 149.881
training... 139900/500000: loss: 146.159
training... 140000/500000: loss: 154.262
training... 140100/500000: loss: 144.927
training... 140200/500000: loss: 140.202
training... 140300/500000: loss: 142.282
training... 140400/500000: loss: 136.613
training... 140500/500000: loss: 147.952
training... 140600/500000: loss: 158.714
training... 140700/500000: loss: 141.608
training... 140800/500000: loss: 156.590
training... 140900/500000: loss: 147.490
training... 141000/500000: loss: 155.831
training... 141100/500000: loss: 155.226
training... 141200/500000: loss: 146.696
training... 141300/500000: loss: 153.586
training... 141400/500000: loss: 146.176
training... 141500/500000: loss: 146.563
training... 141600/500000: loss: 146.430
training... 141700/500000: loss: 142.691
training... 141800/500000: loss: 156.185
training... 141900/500000: loss: 147.962
training... 142000/500000: loss: 148.202
training... 142100/500000: loss: 148.178
training... 142200/500000: loss: 157.882
training... 142300/500000: loss: 157.188
training... 142400/500000: loss: 140.713
training... 142500/500000: loss: 148.052
training... 142600/500000: loss: 147.234
training... 142700/500000: loss: 154.882
training... 142800/500000: loss: 152.874
training... 142900/500000: loss: 155.011
training... 143000/500000: loss: 143.475
training... 143100/500000: loss: 146.859
training... 143200/500000: loss: 147.387
training... 143300/500000: loss: 156.897
training... 143400/500000: loss: 147.573
training... 143500/500000: loss: 146.476
training... 143600/500000: loss: 153.361
training... 143700/500000: loss: 157.273
training... 143800/500000: loss: 148.841
training... 143900/500000: loss: 156.512
training... 144000/500000: loss: 151.914
training... 144100/500000: loss: 151.304
training... 144200/500000: loss: 140.173
training... 144300/500000: loss: 152.106
training... 144400/500000: loss: 149.207
training... 144500/500000: loss: 145.012
training... 144600/500000: loss: 147.209
training... 144700/500000: loss: 142.790
training... 144800/500000: loss: 151.701
training... 144900/500000: loss: 149.471
training... 145000/500000: loss: 153.627
training... 145100/500000: loss: 149.276
training... 145200/500000: loss: 156.202
training... 145300/500000: loss: 141.524
training... 145400/500000: loss: 144.716
training... 145500/500000: loss: 158.776
training... 145600/500000: loss: 147.481
training... 145700/500000: loss: 147.612
training... 145800/500000: loss: 136.337
training... 145900/500000: loss: 145.656
training... 146000/500000: loss: 158.784
training... 146100/500000: loss: 145.813
training... 146200/500000: loss: 143.881
training... 146300/500000: loss: 149.078
training... 146400/500000: loss: 159.290
training... 146500/500000: loss: 145.118
training... 146600/500000: loss: 150.269
training... 146700/500000: loss: 138.640
training... 146800/500000: loss: 147.427
training... 146900/500000: loss: 147.102
training... 147000/500000: loss: 141.598
training... 147100/500000: loss: 151.889
training... 147200/500000: loss: 154.723
training... 147300/500000: loss: 149.909
training... 147400/500000: loss: 156.391
training... 147500/500000: loss: 148.877
training... 147600/500000: loss: 150.357
training... 147700/500000: loss: 149.679
training... 147800/500000: loss: 139.599
training... 147900/500000: loss: 151.238
training... 148000/500000: loss: 154.445
training... 148100/500000: loss: 146.721
training... 148200/500000: loss: 152.524
training... 148300/500000: loss: 150.771
training... 148400/500000: loss: 149.045
training... 148500/500000: loss: 137.667
training... 148600/500000: loss: 150.851
training... 148700/500000: loss: 158.341
training... 148800/500000: loss: 132.680
training... 148900/500000: loss: 152.915
training... 149000/500000: loss: 152.913
training... 149100/500000: loss: 145.579
training... 149200/500000: loss: 155.222
training... 149300/500000: loss: 135.482
training... 149400/500000: loss: 163.246
training... 149500/500000: loss: 153.114
training... 149600/500000: loss: 153.953
training... 149700/500000: loss: 146.980
training... 149800/500000: loss: 150.136
training... 149900/500000: loss: 156.589
training... 150000/500000: loss: 147.424
training... 150100/500000: loss: 154.834
training... 150200/500000: loss: 150.300
training... 150300/500000: loss: 155.965
training... 150400/500000: loss: 147.019
training... 150500/500000: loss: 150.377
training... 150600/500000: loss: 160.024
training... 150700/500000: loss: 136.833
training... 150800/500000: loss: 155.241
training... 150900/500000: loss: 147.525
training... 151000/500000: loss: 152.807
training... 151100/500000: loss: 146.703
training... 151200/500000: loss: 146.738
training... 151300/500000: loss: 143.688
training... 151400/500000: loss: 150.720
training... 151500/500000: loss: 144.489
training... 151600/500000: loss: 159.089
training... 151700/500000: loss: 149.456
training... 151800/500000: loss: 145.221
training... 151900/500000: loss: 161.375
training... 152000/500000: loss: 141.960
training... 152100/500000: loss: 145.979
training... 152200/500000: loss: 144.125
training... 152300/500000: loss: 154.095
training... 152400/500000: loss: 144.418
training... 152500/500000: loss: 159.704
training... 152600/500000: loss: 145.032
training... 152700/500000: loss: 148.595
training... 152800/500000: loss: 144.068
training... 152900/500000: loss: 154.852
training... 153000/500000: loss: 150.878
training... 153100/500000: loss: 144.692
training... 153200/500000: loss: 153.309
training... 153300/500000: loss: 147.795
training... 153400/500000: loss: 152.317
training... 153500/500000: loss: 146.682
training... 153600/500000: loss: 147.144
training... 153700/500000: loss: 139.017
training... 153800/500000: loss: 146.483
training... 153900/500000: loss: 146.580
training... 154000/500000: loss: 145.948
training... 154100/500000: loss: 151.498
training... 154200/500000: loss: 152.569
training... 154300/500000: loss: 149.061
training... 154400/500000: loss: 144.009
training... 154500/500000: loss: 142.783
training... 154600/500000: loss: 143.317
training... 154700/500000: loss: 147.529
training... 154800/500000: loss: 141.405
training... 154900/500000: loss: 136.673
training... 155000/500000: loss: 156.751
training... 155100/500000: loss: 157.879
training... 155200/500000: loss: 139.256
training... 155300/500000: loss: 148.700
training... 155400/500000: loss: 147.450
training... 155500/500000: loss: 141.983
training... 155600/500000: loss: 135.270
training... 155700/500000: loss: 140.982
training... 155800/500000: loss: 153.852
training... 155900/500000: loss: 141.274
training... 156000/500000: loss: 146.105
training... 156100/500000: loss: 145.341
training... 156200/500000: loss: 149.978
training... 156300/500000: loss: 154.444
training... 156400/500000: loss: 149.997
training... 156500/500000: loss: 138.890
training... 156600/500000: loss: 147.082
training... 156700/500000: loss: 146.146
training... 156800/500000: loss: 157.680
training... 156900/500000: loss: 143.684
training... 157000/500000: loss: 153.914
training... 157100/500000: loss: 148.708
training... 157200/500000: loss: 150.749
training... 157300/500000: loss: 144.159
training... 157400/500000: loss: 152.234
training... 157500/500000: loss: 135.824
training... 157600/500000: loss: 145.387
training... 157700/500000: loss: 145.311
training... 157800/500000: loss: 155.596
training... 157900/500000: loss: 142.714
training... 158000/500000: loss: 147.987
training... 158100/500000: loss: 146.170
training... 158200/500000: loss: 138.544
training... 158300/500000: loss: 145.618
training... 158400/500000: loss: 144.728
training... 158500/500000: loss: 149.236
training... 158600/500000: loss: 151.714
training... 158700/500000: loss: 150.991
training... 158800/500000: loss: 146.143
training... 158900/500000: loss: 148.524
training... 159000/500000: loss: 142.153
training... 159100/500000: loss: 155.167
training... 159200/500000: loss: 150.739
training... 159300/500000: loss: 148.222
training... 159400/500000: loss: 144.389
training... 159500/500000: loss: 142.022
training... 159600/500000: loss: 149.621
training... 159700/500000: loss: 139.510
training... 159800/500000: loss: 137.181
training... 159900/500000: loss: 141.920
training... 160000/500000: loss: 147.540
training... 160100/500000: loss: 147.046
training... 160200/500000: loss: 149.072
training... 160300/500000: loss: 150.671
training... 160400/500000: loss: 146.520
training... 160500/500000: loss: 141.464
training... 160600/500000: loss: 135.889
training... 160700/500000: loss: 156.989
training... 160800/500000: loss: 147.663
training... 160900/500000: loss: 146.153
training... 161000/500000: loss: 146.416
training... 161100/500000: loss: 140.643
training... 161200/500000: loss: 144.084
training... 161300/500000: loss: 141.843
training... 161400/500000: loss: 151.834
training... 161500/500000: loss: 137.664
training... 161600/500000: loss: 142.512
training... 161700/500000: loss: 141.535
training... 161800/500000: loss: 143.083
training... 161900/500000: loss: 140.302
training... 162000/500000: loss: 144.033
training... 162100/500000: loss: 145.059
training... 162200/500000: loss: 139.682
training... 162300/500000: loss: 148.115
training... 162400/500000: loss: 153.219
training... 162500/500000: loss: 139.196
training... 162600/500000: loss: 142.913
training... 162700/500000: loss: 151.900
training... 162800/500000: loss: 152.533
training... 162900/500000: loss: 139.485
training... 163000/500000: loss: 143.306
training... 163100/500000: loss: 138.525
training... 163200/500000: loss: 146.546
training... 163300/500000: loss: 147.556
training... 163400/500000: loss: 146.167
training... 163500/500000: loss: 138.404
training... 163600/500000: loss: 135.533
training... 163700/500000: loss: 153.687
training... 163800/500000: loss: 144.536
training... 163900/500000: loss: 154.977
training... 164000/500000: loss: 151.433
training... 164100/500000: loss: 139.089
training... 164200/500000: loss: 154.240
training... 164300/500000: loss: 140.797
training... 164400/500000: loss: 145.020
training... 164500/500000: loss: 151.794
training... 164600/500000: loss: 150.585
training... 164700/500000: loss: 143.557
training... 164800/500000: loss: 149.915
training... 164900/500000: loss: 153.680
training... 165000/500000: loss: 146.770
training... 165100/500000: loss: 141.960
training... 165200/500000: loss: 150.240
training... 165300/500000: loss: 145.811
training... 165400/500000: loss: 150.545
training... 165500/500000: loss: 139.624
training... 165600/500000: loss: 139.679
training... 165700/500000: loss: 144.254
training... 165800/500000: loss: 141.366
training... 165900/500000: loss: 142.348
training... 166000/500000: loss: 143.996
training... 166100/500000: loss: 160.081
training... 166200/500000: loss: 145.011
training... 166300/500000: loss: 147.526
training... 166400/500000: loss: 150.832
training... 166500/500000: loss: 143.699
training... 166600/500000: loss: 148.645
training... 166700/500000: loss: 151.932
training... 166800/500000: loss: 157.779
training... 166900/500000: loss: 150.261
training... 167000/500000: loss: 150.883
training... 167100/500000: loss: 141.585
training... 167200/500000: loss: 141.043
training... 167300/500000: loss: 143.327
training... 167400/500000: loss: 145.147
training... 167500/500000: loss: 149.336
training... 167600/500000: loss: 148.633
training... 167700/500000: loss: 144.615
training... 167800/500000: loss: 139.631
training... 167900/500000: loss: 135.687
training... 168000/500000: loss: 136.049
training... 168100/500000: loss: 145.755
training... 168200/500000: loss: 143.484
training... 168300/500000: loss: 144.635
training... 168400/500000: loss: 143.300
training... 168500/500000: loss: 141.857
training... 168600/500000: loss: 150.268
training... 168700/500000: loss: 138.264
training... 168800/500000: loss: 152.790
training... 168900/500000: loss: 152.549
training... 169000/500000: loss: 144.552
training... 169100/500000: loss: 141.502
training... 169200/500000: loss: 154.764
training... 169300/500000: loss: 153.446
training... 169400/500000: loss: 153.876
training... 169500/500000: loss: 146.983
training... 169600/500000: loss: 150.419
training... 169700/500000: loss: 149.849
training... 169800/500000: loss: 155.256
training... 169900/500000: loss: 152.590
training... 170000/500000: loss: 154.013
training... 170100/500000: loss: 143.259
training... 170200/500000: loss: 145.633
training... 170300/500000: loss: 141.646
training... 170400/500000: loss: 145.175
training... 170500/500000: loss: 138.123
training... 170600/500000: loss: 154.638
training... 170700/500000: loss: 149.426
training... 170800/500000: loss: 148.972
training... 170900/500000: loss: 149.944
training... 171000/500000: loss: 138.645
training... 171100/500000: loss: 147.817
training... 171200/500000: loss: 135.074
training... 171300/500000: loss: 141.409
training... 171400/500000: loss: 151.704
training... 171500/500000: loss: 136.600
training... 171600/500000: loss: 146.813
training... 171700/500000: loss: 149.557
training... 171800/500000: loss: 145.143
training... 171900/500000: loss: 138.046
training... 172000/500000: loss: 144.834
training... 172100/500000: loss: 141.611
training... 172200/500000: loss: 148.985
training... 172300/500000: loss: 154.478
training... 172400/500000: loss: 143.857
training... 172500/500000: loss: 143.985
training... 172600/500000: loss: 143.623
training... 172700/500000: loss: 143.808
training... 172800/500000: loss: 145.165
training... 172900/500000: loss: 149.847
training... 173000/500000: loss: 140.169
training... 173100/500000: loss: 135.810
training... 173200/500000: loss: 144.505
training... 173300/500000: loss: 146.141
training... 173400/500000: loss: 150.283
training... 173500/500000: loss: 143.649
training... 173600/500000: loss: 152.736
training... 173700/500000: loss: 150.226
training... 173800/500000: loss: 141.745
training... 173900/500000: loss: 156.730
training... 174000/500000: loss: 153.983
training... 174100/500000: loss: 153.121
training... 174200/500000: loss: 143.722
training... 174300/500000: loss: 146.479
training... 174400/500000: loss: 146.471
training... 174500/500000: loss: 136.572
training... 174600/500000: loss: 153.229
training... 174700/500000: loss: 153.477
training... 174800/500000: loss: 155.926
training... 174900/500000: loss: 144.655
training... 175000/500000: loss: 145.534
training... 175100/500000: loss: 142.049
training... 175200/500000: loss: 148.226
training... 175300/500000: loss: 144.529
training... 175400/500000: loss: 150.670
training... 175500/500000: loss: 144.495
training... 175600/500000: loss: 142.522
training... 175700/500000: loss: 142.184
training... 175800/500000: loss: 152.646
training... 175900/500000: loss: 153.306
training... 176000/500000: loss: 145.246
training... 176100/500000: loss: 154.102
training... 176200/500000: loss: 147.481
training... 176300/500000: loss: 144.559
training... 176400/500000: loss: 147.355
training... 176500/500000: loss: 147.833
training... 176600/500000: loss: 144.000
training... 176700/500000: loss: 151.871
training... 176800/500000: loss: 142.325
training... 176900/500000: loss: 149.021
training... 177000/500000: loss: 141.858
training... 177100/500000: loss: 147.571
training... 177200/500000: loss: 145.447
training... 177300/500000: loss: 146.086
training... 177400/500000: loss: 143.284
training... 177500/500000: loss: 144.579
training... 177600/500000: loss: 142.459
training... 177700/500000: loss: 136.775
training... 177800/500000: loss: 154.256
training... 177900/500000: loss: 144.882
training... 178000/500000: loss: 155.640
training... 178100/500000: loss: 148.425
training... 178200/500000: loss: 149.147
training... 178300/500000: loss: 150.852
training... 178400/500000: loss: 150.959
training... 178500/500000: loss: 147.657
training... 178600/500000: loss: 147.833
training... 178700/500000: loss: 147.895
training... 178800/500000: loss: 146.799
training... 178900/500000: loss: 142.107
training... 179000/500000: loss: 145.935
training... 179100/500000: loss: 151.614
training... 179200/500000: loss: 139.095
training... 179300/500000: loss: 140.995
training... 179400/500000: loss: 143.525
training... 179500/500000: loss: 127.542
training... 179600/500000: loss: 141.815
training... 179700/500000: loss: 146.315
training... 179800/500000: loss: 154.285
training... 179900/500000: loss: 143.004
training... 180000/500000: loss: 144.613
training... 180100/500000: loss: 146.792
training... 180200/500000: loss: 145.594
training... 180300/500000: loss: 136.357
training... 180400/500000: loss: 155.289
training... 180500/500000: loss: 143.671
training... 180600/500000: loss: 145.175
training... 180700/500000: loss: 136.441
training... 180800/500000: loss: 140.329
training... 180900/500000: loss: 147.254
training... 181000/500000: loss: 149.107
training... 181100/500000: loss: 144.010
training... 181200/500000: loss: 138.230
training... 181300/500000: loss: 146.782
training... 181400/500000: loss: 148.330
training... 181500/500000: loss: 139.091
training... 181600/500000: loss: 146.617
training... 181700/500000: loss: 149.848
training... 181800/500000: loss: 128.775
training... 181900/500000: loss: 144.038
training... 182000/500000: loss: 138.878
training... 182100/500000: loss: 140.530
training... 182200/500000: loss: 147.025
training... 182300/500000: loss: 146.553
training... 182400/500000: loss: 144.147
training... 182500/500000: loss: 150.224
training... 182600/500000: loss: 143.331
training... 182700/500000: loss: 133.506
training... 182800/500000: loss: 140.342
training... 182900/500000: loss: 153.090
training... 183000/500000: loss: 139.835
training... 183100/500000: loss: 146.499
training... 183200/500000: loss: 148.451
training... 183300/500000: loss: 152.556
training... 183400/500000: loss: 143.914
training... 183500/500000: loss: 155.144
training... 183600/500000: loss: 145.182
training... 183700/500000: loss: 141.472
training... 183800/500000: loss: 144.033
training... 183900/500000: loss: 147.652
training... 184000/500000: loss: 139.004
training... 184100/500000: loss: 146.788
training... 184200/500000: loss: 139.685
training... 184300/500000: loss: 148.022
training... 184400/500000: loss: 152.745
training... 184500/500000: loss: 140.596
training... 184600/500000: loss: 145.787
training... 184700/500000: loss: 143.442
training... 184800/500000: loss: 138.428
training... 184900/500000: loss: 145.703
training... 185000/500000: loss: 138.797
training... 185100/500000: loss: 152.893
training... 185200/500000: loss: 140.481
training... 185300/500000: loss: 142.756
training... 185400/500000: loss: 145.824
training... 185500/500000: loss: 144.185
training... 185600/500000: loss: 138.720
training... 185700/500000: loss: 148.247
training... 185800/500000: loss: 144.416
training... 185900/500000: loss: 143.637
training... 186000/500000: loss: 143.282
training... 186100/500000: loss: 146.899
training... 186200/500000: loss: 151.100
training... 186300/500000: loss: 150.080
training... 186400/500000: loss: 135.711
training... 186500/500000: loss: 156.358
training... 186600/500000: loss: 152.426
training... 186700/500000: loss: 140.648
training... 186800/500000: loss: 144.650
training... 186900/500000: loss: 142.322
training... 187000/500000: loss: 159.246
training... 187100/500000: loss: 141.990
training... 187200/500000: loss: 147.620
training... 187300/500000: loss: 153.249
training... 187400/500000: loss: 138.342
training... 187500/500000: loss: 149.870
training... 187600/500000: loss: 135.771
training... 187700/500000: loss: 133.417
training... 187800/500000: loss: 151.737
training... 187900/500000: loss: 151.926
training... 188000/500000: loss: 141.264
training... 188100/500000: loss: 140.963
training... 188200/500000: loss: 143.569
training... 188300/500000: loss: 155.626
training... 188400/500000: loss: 144.435
training... 188500/500000: loss: 146.445
training... 188600/500000: loss: 140.650
training... 188700/500000: loss: 141.033
training... 188800/500000: loss: 143.219
training... 188900/500000: loss: 146.843
training... 189000/500000: loss: 138.875
training... 189100/500000: loss: 160.577
training... 189200/500000: loss: 146.675
training... 189300/500000: loss: 151.081
training... 189400/500000: loss: 145.516
training... 189500/500000: loss: 138.503
training... 189600/500000: loss: 150.872
training... 189700/500000: loss: 145.348
training... 189800/500000: loss: 147.804
training... 189900/500000: loss: 147.867
training... 190000/500000: loss: 153.207
training... 190100/500000: loss: 147.249
training... 190200/500000: loss: 142.960
training... 190300/500000: loss: 143.494
training... 190400/500000: loss: 134.790
training... 190500/500000: loss: 147.667
training... 190600/500000: loss: 143.066
training... 190700/500000: loss: 143.298
training... 190800/500000: loss: 156.359
training... 190900/500000: loss: 143.586
training... 191000/500000: loss: 137.317
training... 191100/500000: loss: 148.089
training... 191200/500000: loss: 141.424
training... 191300/500000: loss: 139.733
training... 191400/500000: loss: 146.959
training... 191500/500000: loss: 146.523
training... 191600/500000: loss: 139.622
training... 191700/500000: loss: 144.760
training... 191800/500000: loss: 143.665
training... 191900/500000: loss: 136.820
training... 192000/500000: loss: 141.980
training... 192100/500000: loss: 138.070
training... 192200/500000: loss: 135.440
training... 192300/500000: loss: 139.618
training... 192400/500000: loss: 150.560
training... 192500/500000: loss: 152.561
training... 192600/500000: loss: 148.528
training... 192700/500000: loss: 141.798
training... 192800/500000: loss: 157.019
training... 192900/500000: loss: 155.269
training... 193000/500000: loss: 147.826
training... 193100/500000: loss: 143.180
training... 193200/500000: loss: 148.113
training... 193300/500000: loss: 139.928
training... 193400/500000: loss: 142.904
training... 193500/500000: loss: 144.671
training... 193600/500000: loss: 141.230
training... 193700/500000: loss: 144.357
training... 193800/500000: loss: 140.855
training... 193900/500000: loss: 153.925
training... 194000/500000: loss: 139.334
training... 194100/500000: loss: 127.365
training... 194200/500000: loss: 144.777
training... 194300/500000: loss: 147.531
training... 194400/500000: loss: 152.945
training... 194500/500000: loss: 151.935
training... 194600/500000: loss: 137.192
training... 194700/500000: loss: 147.754
training... 194800/500000: loss: 146.492
training... 194900/500000: loss: 143.797
training... 195000/500000: loss: 143.090
training... 195100/500000: loss: 146.430
training... 195200/500000: loss: 146.283
training... 195300/500000: loss: 141.191
training... 195400/500000: loss: 157.497
training... 195500/500000: loss: 139.738
training... 195600/500000: loss: 141.330
training... 195700/500000: loss: 145.160
training... 195800/500000: loss: 150.751
training... 195900/500000: loss: 139.076
training... 196000/500000: loss: 147.317
training... 196100/500000: loss: 143.005
training... 196200/500000: loss: 146.447
training... 196300/500000: loss: 139.409
training... 196400/500000: loss: 143.663
training... 196500/500000: loss: 141.362
training... 196600/500000: loss: 145.514
training... 196700/500000: loss: 145.944
training... 196800/500000: loss: 139.969
training... 196900/500000: loss: 151.253
training... 197000/500000: loss: 147.243
training... 197100/500000: loss: 154.106
training... 197200/500000: loss: 147.184
training... 197300/500000: loss: 150.062
training... 197400/500000: loss: 148.718
training... 197500/500000: loss: 149.740
training... 197600/500000: loss: 148.275
training... 197700/500000: loss: 153.904
training... 197800/500000: loss: 135.469
training... 197900/500000: loss: 142.402
training... 198000/500000: loss: 137.162
training... 198100/500000: loss: 149.415
training... 198200/500000: loss: 138.059
training... 198300/500000: loss: 149.999
training... 198400/500000: loss: 141.924
training... 198500/500000: loss: 146.470
training... 198600/500000: loss: 143.007
training... 198700/500000: loss: 141.811
training... 198800/500000: loss: 155.414
training... 198900/500000: loss: 132.215
training... 199000/500000: loss: 151.553
training... 199100/500000: loss: 140.062
training... 199200/500000: loss: 144.373
training... 199300/500000: loss: 152.649
training... 199400/500000: loss: 145.757
training... 199500/500000: loss: 142.395
training... 199600/500000: loss: 149.236
training... 199700/500000: loss: 138.985
training... 199800/500000: loss: 138.585
